id col2 col3 col4 col5 col6 col7
134 5 0 0.0 12.7936 7.8534999999999995 0.5
136 5 0 0.0 12.2136 7.9794 0.5
139 5 0 0.0 12.487400000000001 7.6318 0.5
141 5 0 0.0 12.7382 8.0581 0.5
142 4 1 0.0 11.7416 8.0336 0.4
144 5 0 0.0 13.0488 7.968300000000001 0.5
145 5 0 0.0 13.0034 7.940600000000001 0.5
147 5 0 0.0 12.794599999999999 8.0566 0.5
149 5 0 0.0 12.976400000000002 8.5702 0.5
150 4 1 0.0 12.4634 7.9223 0.4
151 5 0 0.0 12.7242 7.9335 0.5
152 5 0 0.0 13.3884 8.1617 0.5
154 5 0 0.0 13.100800000000001 7.816900000000001 0.5
155 5 0 0.0 12.735999999999999 7.8591999999999995 0.5
156 5 0 0.0 12.9448 7.677899999999999 0.5
157 5 0 0.0 12.9762 8.7112 0.5
158 5 0 0.0 12.8238 7.8738 0.5
159 5 0 0.0 13.0902 8.1268 0.5
161 5 0 0.0 12.6624 7.9445 0.5
162 4 1 0.0 12.6732 7.914 0.4
164 5 0 0.0 13.652000000000001 8.6209 0.5
165 5 0 0.0 12.874199999999998 7.8863 0.5
166 4 1 0.0 11.6934 7.6616 0.4
168 4 1 0.0 13.1846 8.2366 0.4
170 5 0 0.0 12.715200000000001 8.537 0.5
171 4 1 0.0 14.081999999999999 8.1017 0.4
173 4 1 0.0 12.215 7.7193 0.4
174 5 0 0.0 12.598 7.837100000000001 0.5
178 5 0 0.0 13.7196 7.938 0.5
185 5 0 0.0 13.224200000000002 8.0579 0.5
187 5 0 0.0 12.8464 7.9597999999999995 0.5
194 4 1 0.0 12.6956 7.9141 0.4
196 5 0 0.0 12.4172 7.8055 0.5
198 4 1 0.0 12.5338 8.1335 0.4
200 5 0 0.0 12.695 7.8225 0.5
202 5 0 0.0 12.761199999999999 7.7193 0.5
205 5 0 0.0 13.213399999999998 8.0101 0.5
209 5 0 0.0 15.9158 8.2509 0.49013999999999996
210 5 0 0.0 13.407 7.772499999999999 0.5
211 5 0 0.0 12.432200000000002 7.7384 0.5
212 5 0 0.0 12.913 7.9826999999999995 0.5
218 5 0 0.0 13.133199999999999 8.0828 0.5
225 4 1 0.0 11.697799999999999 7.8481 0.4
226 5 0 0.0 13.234400000000003 7.8942 0.5
227 5 0 0.0 12.529399999999999 7.8473 0.5
230 4 1 0.0 12.342 8.1117 0.4
233 4 1 0.0 11.4604 8.2097 0.4
236 4 1 0.0 12.4096 7.8991 0.4
239 5 0 0.0 13.7376 9.1256 0.5
242 5 0 0.0 12.740800000000002 7.8569 0.5
247 5 0 0.0 12.8094 8.3974 0.5
249 5 0 0.0 14.527600000000001 8.132 0.5
251 5 0 0.0 12.3166 7.8992 0.5
252 4 1 0.0 11.526599999999998 7.6412 0.4
256 4 1 0.0 12.3926 7.7935 0.4
257 5 0 0.0 13.0424 8.5552 0.5
259 5 0 0.0 13.4374 7.956 0.5
261 4 1 0.0 11.852799999999998 7.765600000000001 0.4
263 5 0 0.0 12.917599999999998 8.0851 0.5
270 4 1 0.0 11.715999999999998 8.3528 0.4
274 5 0 0.0 13.752 8.1381 0.5
278 5 0 0.0 13.383600000000001 7.9938 0.5
279 5 0 0.0 15.399000000000001 8.8454 0.49851999999999996
280 5 0 0.0 14.687000000000001 8.8536 0.5
291 5 0 0.0 13.369 8.4414 0.5
296 5 0 0.0 13.8336 8.1588 0.5
297 5 0 0.0 14.368 8.5215 0.5
